AphiaID;url;scientificname;authority;status;unacceptreason;taxonRankID;rank;valid_AphiaID;valid_name;valid_authority;parentNameUsageID;kingdom;phylum;class;order;family;genus;citation;lsid;isMarine;isBrackish;isFreshwater;isTerrestrial;isExtinct;match_type;modified
129845;https://marinespecies.org/aphia.php?p=taxdetails&id=129845;Laetmonice hystrix;(Savigny in Lamarck, 1818);accepted;NA;220;Species;129845;Laetmonice hystrix;(Savigny in Lamarck, 1818);129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice hystrix (Savigny in Lamarck, 1818). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=129845 on 2024-10-23;urn:lsid:marinespecies.org:taxname:129845;1;0;0;0;0;exact;2022-06-17T05:45:22Z
1530305;https://marinespecies.org/aphia.php?p=taxdetails&id=1530305;Laetmonice iocasica;Wu, Hutchings, Murray & Wu, 2021;accepted;NA;220;Species;1530305;Laetmonice iocasica;Wu, Hutchings, Murray & Wu, 2021;129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice iocasica Wu, Hutchings, Murray & Wu, 2021. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=1530305 on 2024-10-23;urn:lsid:marinespecies.org:taxname:1530305;1;0;0;0;0;exact;2021-08-14T04:06:27Z
328573;https://marinespecies.org/aphia.php?p=taxdetails&id=328573;Laetmonice japonica;McIntosh, 1885;accepted;NA;220;Species;328573;Laetmonice japonica;McIntosh, 1885;129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice japonica McIntosh, 1885. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=328573 on 2024-10-23;urn:lsid:marinespecies.org:taxname:328573;1;0;0;0;0;exact;2008-03-26T11:36:43Z
328574;https://marinespecies.org/aphia.php?p=taxdetails&id=328574;Laetmonice malayana;Horst, 1916;accepted;NA;220;Species;328574;Laetmonice malayana;Horst, 1916;129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice malayana Horst, 1916. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=328574 on 2024-10-23;urn:lsid:marinespecies.org:taxname:328574;1;0;0;0;0;exact;2008-03-26T11:36:43Z
1769453;https://marinespecies.org/aphia.php?p=taxdetails&id=1769453;Laetmonice mensahaedorum;Flaxman & Kupriyanova, 2024;accepted;NA;220;Species;1769453;Laetmonice mensahaedorum;Flaxman & Kupriyanova, 2024;129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice mensahaedorum Flaxman & Kupriyanova, 2024. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=1769453 on 2024-10-23;urn:lsid:marinespecies.org:taxname:1769453;1;0;0;0;0;exact;2024-09-08T03:51:06Z
879977;https://marinespecies.org/aphia.php?p=taxdetails&id=879977;Laetmonice moluccana;(Horst, 1916);accepted;NA;220;Species;879977;Laetmonice moluccana;(Horst, 1916);129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice moluccana (Horst, 1916). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=879977 on 2024-10-23;urn:lsid:marinespecies.org:taxname:879977;1;0;0;0;0;exact;2016-06-12T11:30:08Z
1769454;https://marinespecies.org/aphia.php?p=taxdetails&id=1769454;Laetmonice murrayae;Flaxman & Kupriyanova, 2024;accepted;NA;220;Species;1769454;Laetmonice murrayae;Flaxman & Kupriyanova, 2024;129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice murrayae Flaxman & Kupriyanova, 2024. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=1769454 on 2024-10-23;urn:lsid:marinespecies.org:taxname:1769454;1;0;0;0;0;exact;2024-09-08T03:51:06Z
328575;https://marinespecies.org/aphia.php?p=taxdetails&id=328575;Laetmonice nitida;Treadwell, 1926;accepted;NA;220;Species;328575;Laetmonice nitida;Treadwell, 1926;129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice nitida Treadwell, 1926. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=328575 on 2024-10-23;urn:lsid:marinespecies.org:taxname:328575;1;0;0;0;0;exact;2008-03-26T11:36:43Z
333749;https://marinespecies.org/aphia.php?p=taxdetails&id=333749;Laetmonice nuchipapillata;(Augener, 1906);accepted;NA;220;Species;333749;Laetmonice nuchipapillata;(Augener, 1906);129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice nuchipapillata (Augener, 1906). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=333749 on 2024-10-23;urn:lsid:marinespecies.org:taxname:333749;1;0;0;0;0;exact;2008-03-26T11:36:43Z
879989;https://marinespecies.org/aphia.php?p=taxdetails&id=879989;Laetmonice parva;(Horst, 1916);accepted;NA;220;Species;879989;Laetmonice parva;(Horst, 1916);129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice parva (Horst, 1916). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=879989 on 2024-10-23;urn:lsid:marinespecies.org:taxname:879989;1;0;0;0;0;exact;2016-06-12T11:30:08Z
1769455;https://marinespecies.org/aphia.php?p=taxdetails&id=1769455;Laetmonice paxtonae;Flaxman & Kupriyanova, 2024;accepted;NA;220;Species;1769455;Laetmonice paxtonae;Flaxman & Kupriyanova, 2024;129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice paxtonae Flaxman & Kupriyanova, 2024. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=1769455 on 2024-10-23;urn:lsid:marinespecies.org:taxname:1769455;1;0;0;0;0;exact;2024-09-08T03:51:06Z
333750;https://marinespecies.org/aphia.php?p=taxdetails&id=333750;Laetmonice pellucida;Moore, 1903;accepted;NA;220;Species;333750;Laetmonice pellucida;Moore, 1903;129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice pellucida Moore, 1903. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=333750 on 2024-10-23;urn:lsid:marinespecies.org:taxname:333750;1;0;0;0;0;exact;2023-02-20T18:36:31Z
129846;https://marinespecies.org/aphia.php?p=taxdetails&id=129846;Laetmonice producta;Grube, 1877;accepted;NA;220;Species;129846;Laetmonice producta;Grube, 1877;129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice producta Grube, 1877. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=129846 on 2024-10-23;urn:lsid:marinespecies.org:taxname:129846;1;0;0;0;0;exact;2017-04-23T02:32:06Z
328577;https://marinespecies.org/aphia.php?p=taxdetails&id=328577;Laetmonice rugosa;Horst, 1916;accepted;NA;220;Species;328577;Laetmonice rugosa;Horst, 1916;129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice rugosa Horst, 1916. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=328577 on 2024-10-23;urn:lsid:marinespecies.org:taxname:328577;1;0;0;0;0;exact;2008-03-26T11:36:43Z
883676;https://marinespecies.org/aphia.php?p=taxdetails&id=883676;Laetmonice tunicata;Barnich, Beuck & Freiwald, 2013;accepted;NA;220;Species;883676;Laetmonice tunicata;Barnich, Beuck & Freiwald, 2013;129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice tunicata Barnich, Beuck & Freiwald, 2013. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=883676 on 2024-10-23;urn:lsid:marinespecies.org:taxname:883676;1;0;0;0;0;exact;2016-08-24T11:29:18Z
333751;https://marinespecies.org/aphia.php?p=taxdetails&id=333751;Laetmonice uschakovi;Jirkov, 1989;accepted;NA;220;Species;333751;Laetmonice uschakovi;Jirkov, 1989;129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice uschakovi Jirkov, 1989. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=333751 on 2024-10-23;urn:lsid:marinespecies.org:taxname:333751;1;0;0;0;0;exact;2008-03-26T11:36:43Z
328579;https://marinespecies.org/aphia.php?p=taxdetails&id=328579;Laetmonice viridescens;Horst, 1917;accepted;NA;220;Species;328579;Laetmonice viridescens;Horst, 1917;129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice viridescens Horst, 1917. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=328579 on 2024-10-23;urn:lsid:marinespecies.org:taxname:328579;1;0;0;0;0;exact;2008-03-26T11:36:43Z
333752;https://marinespecies.org/aphia.php?p=taxdetails&id=333752;Laetmonice willemoesi;McIntosh, 1885;accepted;NA;220;Species;333752;Laetmonice willemoesi;McIntosh, 1885;129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice willemoesi McIntosh, 1885. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=333752 on 2024-10-23;urn:lsid:marinespecies.org:taxname:333752;1;0;0;0;0;exact;2008-03-26T11:36:43Z
879998;https://marinespecies.org/aphia.php?p=taxdetails&id=879998;Laetmonice wonda;Hutchings & McRae, 1993;accepted;NA;220;Species;879998;Laetmonice wonda;Hutchings & McRae, 1993;129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice wonda Hutchings & McRae, 1993. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=879998 on 2024-10-23;urn:lsid:marinespecies.org:taxname:879998;1;0;0;0;0;exact;2016-06-12T11:30:08Z
413999;https://marinespecies.org/aphia.php?p=taxdetails&id=413999;Laetmonice wyvillei;McIntosh, 1885;accepted;NA;220;Species;413999;Laetmonice wyvillei;McIntosh, 1885;129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice wyvillei McIntosh, 1885. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=413999 on 2024-10-23;urn:lsid:marinespecies.org:taxname:413999;1;NA;NA;NA;NA;exact;2016-08-03T23:56:12Z
880000;https://marinespecies.org/aphia.php?p=taxdetails&id=880000;Laetmonice yarramba;Hutchings & McRae, 1993;accepted;NA;220;Species;880000;Laetmonice yarramba;Hutchings & McRae, 1993;129196;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Laetmonice yarramba Hutchings & McRae, 1993. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=880000 on 2024-10-23;urn:lsid:marinespecies.org:taxname:880000;1;0;0;0;0;exact;2016-06-12T11:30:08Z
326112;https://marinespecies.org/aphia.php?p=taxdetails&id=326112;Nephtys (Aglaophamus);NA;accepted;NA;190;Subgenus;326112;Nephtys (Aglaophamus);NA;129370;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Nephtys (Aglaophamus). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=326112 on 2024-10-23;urn:lsid:marinespecies.org:taxname:326112;1;0;0;0;0;exact;2008-03-26T11:36:43Z
329535;https://marinespecies.org/aphia.php?p=taxdetails&id=329535;Nephtys acrochaeta;Hartman, 1950;accepted;NA;220;Species;329535;Nephtys acrochaeta;Hartman, 1950;129370;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Nephtys acrochaeta Hartman, 1950. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=329535 on 2024-10-23;urn:lsid:marinespecies.org:taxname:329535;1;0;0;0;0;exact;2008-03-26T11:36:43Z
329536;https://marinespecies.org/aphia.php?p=taxdetails&id=329536;Nephtys assignis;Hartman, 1950;accepted;NA;220;Species;329536;Nephtys assignis;Hartman, 1950;129370;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Nephtys assignis Hartman, 1950. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=329536 on 2024-10-23;urn:lsid:marinespecies.org:taxname:329536;1;0;0;0;0;exact;2008-03-26T11:36:43Z
130353;https://marinespecies.org/aphia.php?p=taxdetails&id=130353;Nephtys assimilis;Örsted, 1843;accepted;NA;220;Species;130353;Nephtys assimilis;Örsted, 1843;129370;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Nephtys assimilis Örsted, 1843. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=130353 on 2024-10-23;urn:lsid:marinespecies.org:taxname:130353;1;0;0;0;0;exact;2008-03-26T11:36:43Z
869882;https://marinespecies.org/aphia.php?p=taxdetails&id=869882;Nephtys bangladeshi;Hossain & Hutchings, 2016;accepted;NA;220;Species;869882;Nephtys bangladeshi;Hossain & Hutchings, 2016;129370;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Nephtys bangladeshi Hossain & Hutchings, 2016. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=869882 on 2024-10-23;urn:lsid:marinespecies.org:taxname:869882;1;1;0;0;0;exact;2016-02-09T22:55:05Z
329538;https://marinespecies.org/aphia.php?p=taxdetails&id=329538;Nephtys bilobatus;Kudenov, 1975;accepted;NA;220;Species;329538;Nephtys bilobatus;Kudenov, 1975;129370;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Nephtys bilobatus Kudenov, 1975. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=329538 on 2024-10-23;urn:lsid:marinespecies.org:taxname:329538;1;0;0;0;0;exact;2008-03-26T11:36:43Z
334135;https://marinespecies.org/aphia.php?p=taxdetails&id=334135;Nephtys brachycephala;Moore, 1903;accepted;NA;220;Species;334135;Nephtys brachycephala;Moore, 1903;129370;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Nephtys brachycephala Moore, 1903. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=334135 on 2024-10-23;urn:lsid:marinespecies.org:taxname:334135;1;0;0;0;0;exact;2023-02-21T15:33:08Z
329539;https://marinespecies.org/aphia.php?p=taxdetails&id=329539;Nephtys brevibranchis;Hartmann-Schröder, 1959;accepted;NA;220;Species;329539;Nephtys brevibranchis;Hartmann-Schröder, 1959;129370;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Nephtys brevibranchis Hartmann-Schröder, 1959. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=329539 on 2024-10-23;urn:lsid:marinespecies.org:taxname:329539;1;0;0;0;0;exact;2008-03-26T11:36:43Z
329540;https://marinespecies.org/aphia.php?p=taxdetails&id=329540;Nephtys bruuni;Kirkegaard, 1995;accepted;NA;220;Species;329540;Nephtys bruuni;Kirkegaard, 1995;129370;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Nephtys bruuni Kirkegaard, 1995. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=329540 on 2024-10-23;urn:lsid:marinespecies.org:taxname:329540;1;0;0;0;0;exact;2008-03-26T11:36:43Z
157499;https://marinespecies.org/aphia.php?p=taxdetails&id=157499;Nephtys bucera;Ehlers, 1868;accepted;NA;220;Species;157499;Nephtys bucera;Ehlers, 1868;129370;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Nephtys bucera Ehlers, 1868. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=157499 on 2024-10-23;urn:lsid:marinespecies.org:taxname:157499;1;0;0;0;0;exact;2024-06-21T20:41:20Z
130355;https://marinespecies.org/aphia.php?p=taxdetails&id=130355;Nephtys caeca;(Fabricius, 1780);accepted;NA;220;Species;130355;Nephtys caeca;(Fabricius, 1780);129370;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Nephtys caeca (Fabricius, 1780). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=130355 on 2024-10-23;urn:lsid:marinespecies.org:taxname:130355;1;0;0;0;0;exact;2008-03-26T11:36:43Z
334136;https://marinespecies.org/aphia.php?p=taxdetails&id=334136;Nephtys caecoides;Hartman, 1938;accepted;NA;220;Species;334136;Nephtys caecoides;Hartman, 1938;129370;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Nephtys caecoides Hartman, 1938. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=334136 on 2024-10-23;urn:lsid:marinespecies.org:taxname:334136;1;0;0;0;0;exact;2008-03-26T11:36:43Z
334137;https://marinespecies.org/aphia.php?p=taxdetails&id=334137;Nephtys californiensis;Hartman, 1938;accepted;NA;220;Species;334137;Nephtys californiensis;Hartman, 1938;129370;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Nephtys californiensis Hartman, 1938. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=334137 on 2024-10-23;urn:lsid:marinespecies.org:taxname:334137;1;0;0;0;0;exact;2008-03-26T11:36:43Z
209805;https://marinespecies.org/aphia.php?p=taxdetails&id=209805;Nephtys capensis;Day, 1953;accepted;NA;220;Species;209805;Nephtys capensis;Day, 1953;129370;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Read, G., Fauchald, K. (Ed.) (2024). World Polychaeta Database. Nephtys capensis Day, 1953. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=209805 on 2024-10-23;urn:lsid:marinespecies.org:taxname:209805;1;0;0;0;NA;exact;2019-12-08T02:46:29Z
