Well;Well Name;Replicate;Well Type;Threshold (dRn);Ct (dRn);Quantity (copies);RSqdRn;Slope (dRn)
G05;Unkn15_MST0177_3uL_Qty or ID;Unkn15;Unkn15;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G06;Unkn15_MST0177_3uL_Qty or ID;Unkn15;Unkn15;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G07;Unkn23_MST0422_3uL_Qty or ID;Unkn23;Unkn23;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G08;Unkn23_MST0422_3uL_Qty or ID;Unkn23;Unkn23;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G09;Unkn23_MST0422_3uL_Qty or ID;Unkn23;Unkn23;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G10;Unkn31_MST0215_3uL_Qty or ID;Unkn31;Unkn31;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G11;Unkn31_MST0215_3uL_Qty or ID;Unkn31;Unkn31;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G12;Unkn31_MST0215_3uL_Qty or ID;Unkn31;Unkn31;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H01;NegCtrl08_NTC_3uL_Qty or ID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H02;NegCtrl08_NTC_3uL_Qty or ID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H03;NegCtrl08_NTC_3uL_Qty or ID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H04;Unkn16_MST0179_3uL_Qty or ID;Unkn16;Unkn16;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H05;Unkn16_MST0179_3uL_Qty or ID;Unkn16;Unkn16;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H06;Unkn16_MST0179_3uL_Qty or ID;Unkn16;Unkn16;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H07;Unkn24_MST0527_3uL_Qty or ID;Unkn24;Unkn24;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H08;Unkn24_MST0527_3uL_Qty or ID;Unkn24;Unkn24;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H09;Unkn24_MST0527_3uL_Qty or ID;Unkn24;Unkn24;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H10;Unkn32_MSTNEC_3uL_Qty or ID;Unkn32;Unkn32;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H11;Unkn32_MSTNEC_3uL_Qty or ID;Unkn32;Unkn32;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H12;Unkn32_MSTNEC_3uL_Qty or ID;Unkn32;Unkn32;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
