ScientificName;AphiaID;Synonym;SynonymID;Kingdom;Phylum;Class;Order;Family;Genus;locality;locationID;higherGeography;higherGeographyID;recordStatus;typeStatus;establishmentMeans;decimalLatitude;decimalLongitude;qualityStatus
Gammarus mucronatus;158094;Gammarus mucronatus;158094;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Gammarus mucronatus;158094;Gammarus mucronatus;158094;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Gulf of Maine;http://marineregions.org/mrgid/8940;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Gammarus oceanicus;102285;Gammarus oceanicus;102285;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Gammarus oceanicus;102285;Gammarus oceanicus;102285;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Gammarus oceanicus;102285;Gammarus oceanicus;102285;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Roscoff;http://marineregions.org/mrgid/14276;France;http://marineregions.org/mrgid/17;valid;NA;NA;NA;NA;unreviewed
Gammarus oceanicus;102285;Gammarus oceanicus;102285;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Plymouth;http://marineregions.org/mrgid/3171;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;NA;NA;NA;unreviewed
Gammarus oceanicus;102285;Gammarus oceanicus;102285;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;North East Coast of England;http://marineregions.org/mrgid/14303;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;NA;NA;NA;unreviewed
Gammarus oceanicus;102285;Gammarus oceanicus;102285;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;South Coast of England;http://marineregions.org/mrgid/14301;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;NA;NA;NA;unreviewed
Gammarus oceanicus;102285;Gammarus oceanicus;102285;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;West Coast of England;http://marineregions.org/mrgid/14302;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;NA;NA;NA;unreviewed
Gammarus oceanicus;102285;Gammarus oceanicus;102285;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Scotland;http://marineregions.org/mrgid/3252;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;NA;NA;NA;unreviewed
Gammarus oceanicus;102285;Gammarus oceanicus;102285;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Voordelta;http://marineregions.org/mrgid/14324;Netherlands;http://marineregions.org/mrgid/15;valid;NA;NA;NA;NA;unreviewed
Gammarus oceanicus;102285;Gammarus oceanicus;102285;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Muuga harbour (Port of Tallinn, Gulf of Finland);http://marineregions.org/mrgid/14624;Estonia;http://marineregions.org/mrgid/2110;valid;NA;NA;NA;NA;unreviewed
Gammarus oceanicus;102285;Gammarus oceanicus;102285;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Gulf of Maine;http://marineregions.org/mrgid/8940;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Gammarus oceanicus;102285;Gammarus oceanicus;102285;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Gulf of Maine;http://marineregions.org/mrgid/8940;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Gammarus oceanicus;102285;Gammarus oceanicus;102285;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Polish Exclusive Economic Zone;http://marineregions.org/mrgid/5687;Baltic Sea;http://marineregions.org/mrgid/2401;valid;NA;NA;NA;NA;unreviewed
Gammarus oceanicus;102285;Gammarus oceanicus;102285;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Swedish Exclusive Economic Zone;http://marineregions.org/mrgid/5694;Sweden;http://marineregions.org/mrgid/2180;valid;NA;NA;NA;NA;unreviewed
Gammarus salinus;102292;Gammarus salinus;102292;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Gammarus salinus;102292;Gammarus salinus;102292;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Roscoff;http://marineregions.org/mrgid/14276;France;http://marineregions.org/mrgid/17;valid;NA;NA;NA;NA;unreviewed
Gammarus salinus;102292;Gammarus salinus;102292;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Wimereux;http://marineregions.org/mrgid/979;France;http://marineregions.org/mrgid/17;valid;NA;NA;NA;NA;unreviewed
Gammarus salinus;102292;Gammarus salinus;102292;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Portland;http://marineregions.org/mrgid/17809;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;NA;NA;NA;unreviewed
Gammarus salinus;102292;Gammarus salinus;102292;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Westerschelde;http://marineregions.org/mrgid/4752;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;unreviewed
Gammarus salinus;102292;Gammarus salinus;102292;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Westerschelde;http://marineregions.org/mrgid/4752;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;unreviewed
Gammarus salinus;102292;Gammarus salinus;102292;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;British Isles;http://marineregions.org/mrgid/3140;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;NA;NA;NA;unreviewed
Gammarus salinus;102292;Gammarus salinus;102292;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Neeltje Jans, Buitenhaven;http://marineregions.org/mrgid/17759;Netherlands;http://marineregions.org/mrgid/15;valid;NA;NA;NA;NA;unreviewed
Gammarus salinus;102292;Gammarus salinus;102292;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Rozenburg;http://marineregions.org/mrgid/17836;Netherlands;http://marineregions.org/mrgid/15;valid;NA;NA;NA;NA;unreviewed
Gammarus salinus;102292;Gammarus salinus;102292;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;'s Gravenpolder;http://marineregions.org/mrgid/14650;Netherlands;http://marineregions.org/mrgid/15;valid;NA;NA;NA;NA;unreviewed
Gammarus salinus;102292;Gammarus salinus;102292;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Voordelta;http://marineregions.org/mrgid/14324;Netherlands;http://marineregions.org/mrgid/15;valid;NA;NA;NA;NA;unreviewed
Gammarus salinus;102292;Gammarus salinus;102292;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Walsoorden;http://marineregions.org/mrgid/9104;Netherlands;http://marineregions.org/mrgid/15;valid;NA;NA;NA;NA;unreviewed
Gammarus salinus;102292;Gammarus salinus;102292;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Wimereux;http://marineregions.org/mrgid/979;France;http://marineregions.org/mrgid/17;valid;NA;NA;NA;NA;unreviewed
Gammarus salinus;102292;Gammarus salinus;102292;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Muuga harbour (Port of Tallinn, Gulf of Finland);http://marineregions.org/mrgid/14624;Estonia;http://marineregions.org/mrgid/2110;valid;NA;NA;NA;NA;unreviewed
Gammarus salinus;102292;Gammarus salinus;102292;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;unreviewed
Gammarus salinus;102292;Gammarus salinus;102292;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Polish Exclusive Economic Zone;http://marineregions.org/mrgid/5687;Baltic Sea;http://marineregions.org/mrgid/2401;valid;NA;NA;NA;NA;unreviewed
Gammarus salinus;102292;Gammarus salinus;102292;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Swedish Exclusive Economic Zone;http://marineregions.org/mrgid/5694;Sweden;http://marineregions.org/mrgid/2180;valid;NA;NA;NA;NA;unreviewed
Gammarus setosus;102293;Gammarus setosus;102293;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Gammarus setosus;102293;Gammarus setosus;102293;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Gammarus setosus;102293;Gammarus setosus;102293;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Gulf of Maine;http://marineregions.org/mrgid/8940;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Gammarus subtypicus;102295;Gammarus subtypicus;102295;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;West Coast of England;http://marineregions.org/mrgid/14302;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;NA;NA;NA;unreviewed
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;North Coast of Ireland;http://marineregions.org/mrgid/8030;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Rozenburg;http://marineregions.org/mrgid/17836;Netherlands;http://marineregions.org/mrgid/15;valid;NA;NA;NA;NA;unreviewed
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Gulf of Gdansk;http://marineregions.org/mrgid/2413;Baltic Sea;http://marineregions.org/mrgid/2401;valid;NA;NA;NA;NA;unreviewed
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Baltic sea;http://marineregions.org/mrgid/2401;Baltic Sea;http://marineregions.org/mrgid/2401;valid;NA;Alien;NA;NA;unreviewed
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;unreviewed
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Koiguste Bay;http://marineregions.org/mrgid/14622;Gulf of Riga;http://marineregions.org/mrgid/2409;valid;NA;NA;NA;NA;unreviewed
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Vistula lagoon;http://marineregions.org/mrgid/2412;Baltic Sea;http://marineregions.org/mrgid/2401;valid;NA;NA;NA;NA;unreviewed
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Elbe;http://marineregions.org/mrgid/4660;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;unreviewed
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Belt Sea;http://marineregions.org/mrgid/3294;Baelt Sea;http://marineregions.org/mrgid/3294;valid;NA;Alien;NA;NA;unreviewed
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;German Bight;http://marineregions.org/mrgid/3427;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;unreviewed
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Gulf of Maine;http://marineregions.org/mrgid/8940;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;unreviewed
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Polish Exclusive Economic Zone;http://marineregions.org/mrgid/5687;Baltic Sea;http://marineregions.org/mrgid/2401;valid;NA;NA;NA;NA;unreviewed
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;French part of the Celtic Sea;http://marineregions.org/mrgid/25220;Celtic Sea;http://marineregions.org/mrgid/2351;valid;NA;Alien;NA;NA;trusted
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;United Kingdom part of the Celtic Sea;http://marineregions.org/mrgid/25222;Celtic Sea;http://marineregions.org/mrgid/2351;valid;NA;Alien;NA;NA;trusted
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;United Kingdom part of the Inner Seas off the West Coast of Scotland;http://marineregions.org/mrgid/25178;Inner Seas off the West Coast of Scotland;http://marineregions.org/mrgid/4283;valid;NA;Alien;NA;NA;trusted
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Baltic sea;http://marineregions.org/mrgid/2401;Baltic Sea;http://marineregions.org/mrgid/2401;valid;NA;Alien;NA;NA;trusted
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;trusted
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;United Kingdom;http://marineregions.org/mrgid/2208;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;Alien;NA;NA;trusted
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Finland;http://marineregions.org/mrgid/2106;Finland;http://marineregions.org/mrgid/2106;valid;NA;Alien;NA;NA;trusted
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Latvian part of the Gulf of Riga;http://marineregions.org/mrgid/25597;Gulf of Riga;http://marineregions.org/mrgid/2409;valid;NA;Alien;NA;NA;trusted
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Belgian part of the North Sea;http://marineregions.org/mrgid/26567;Belgium;http://marineregions.org/mrgid/14;valid;NA;Alien;NA;NA;trusted
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Swedish part of the Baltic Sea;http://marineregions.org/mrgid/25678;Baltic Sea;http://marineregions.org/mrgid/2401;valid;NA;Alien;NA;NA;trusted
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Coastal Polders;http://marineregions.org/mrgid/2536;Belgium;http://marineregions.org/mrgid/14;valid;NA;Alien;NA;NA;trusted
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Estonian part of the Gulf of Riga;http://marineregions.org/mrgid/25598;Gulf of Riga;http://marineregions.org/mrgid/2409;valid;NA;Alien;NA;NA;checked
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;German part of the Baltic Sea;http://marineregions.org/mrgid/25679;Baltic Sea;http://marineregions.org/mrgid/2401;valid;NA;Alien;NA;NA;checked
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Polish part of the Baltic Sea;http://marineregions.org/mrgid/25674;Baltic Sea;http://marineregions.org/mrgid/2401;valid;NA;Alien;NA;NA;checked
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Russian part of the Baltic Sea;http://marineregions.org/mrgid/25680;Baltic Sea;http://marineregions.org/mrgid/2401;valid;NA;Alien;NA;NA;checked
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Lithuanian part of the Baltic Sea;http://marineregions.org/mrgid/25677;Baltic Sea;http://marineregions.org/mrgid/2401;valid;NA;Alien;NA;NA;checked
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Finnish part of the Gulf of Finland;http://marineregions.org/mrgid/25595;Gulf of Finland;http://marineregions.org/mrgid/2407;valid;NA;Alien;NA;NA;checked
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;German part of the Baltic Sea;http://marineregions.org/mrgid/25679;Baltic Sea;http://marineregions.org/mrgid/2401;valid;NA;Alien;NA;NA;unreviewed
Gammarus wilkitzkii;102297;Gammarus wilkitzkii;102297;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Gammarus zaddachi;102299;Gammarus zaddachi;102299;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Gammarus zaddachi;102299;Gammarus zaddachi;102299;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Roscoff;http://marineregions.org/mrgid/14276;France;http://marineregions.org/mrgid/17;valid;NA;NA;NA;NA;unreviewed
Gammarus zaddachi;102299;Gammarus zaddachi;102299;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Plymouth;http://marineregions.org/mrgid/3171;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;NA;NA;NA;unreviewed
Gammarus zaddachi;102299;Gammarus zaddachi;102299;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Wimereux;http://marineregions.org/mrgid/979;France;http://marineregions.org/mrgid/17;valid;NA;NA;NA;NA;unreviewed
Gammarus zaddachi;102299;Gammarus zaddachi;102299;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Portland;http://marineregions.org/mrgid/17809;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;NA;NA;NA;unreviewed
Gammarus zaddachi;102299;Gammarus zaddachi;102299;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Isle of Wight;http://marineregions.org/mrgid/3217;English Channel;http://marineregions.org/mrgid/2389;valid;NA;NA;NA;NA;unreviewed
Gammarus zaddachi;102299;Gammarus zaddachi;102299;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;unreviewed
Gammarus zaddachi;102299;Gammarus zaddachi;102299;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;British Isles;http://marineregions.org/mrgid/3140;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;NA;NA;NA;unreviewed
Gammarus zaddachi;102299;Gammarus zaddachi;102299;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Waarde;http://marineregions.org/mrgid/14738;Netherlands;http://marineregions.org/mrgid/15;valid;NA;NA;NA;NA;unreviewed
Gammarus zaddachi;102299;Gammarus zaddachi;102299;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Vistula lagoon;http://marineregions.org/mrgid/2412;Baltic Sea;http://marineregions.org/mrgid/2401;valid;NA;NA;NA;NA;unreviewed
Gammarus zaddachi;102299;Gammarus zaddachi;102299;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Polish Exclusive Economic Zone;http://marineregions.org/mrgid/5687;Baltic Sea;http://marineregions.org/mrgid/2401;valid;NA;NA;NA;NA;unreviewed
Gammarus zaddachi;102299;Gammarus zaddachi;102299;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Swedish Exclusive Economic Zone;http://marineregions.org/mrgid/5694;Sweden;http://marineregions.org/mrgid/2180;valid;NA;NA;NA;NA;unreviewed
Longigammarus bruni;102300;Longigammarus bruni;102300;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Longigammarus;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Lunulogammarus turcicus;102301;Lunulogammarus turcicus;102301;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Lunulogammarus;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Elasmopus laevis;158085;Elasmopus laevis;158085;Animalia;Arthropoda;Malacostraca;Amphipoda;Maeridae;Elasmopus;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Elasmopus laevis;158085;Elasmopus laevis;158085;Animalia;Arthropoda;Malacostraca;Amphipoda;Maeridae;Elasmopus;Gulf of Maine;http://marineregions.org/mrgid/8940;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Elasmopus magnispinatus;531681;Elasmopus magnispinatus;531681;Animalia;Arthropoda;Malacostraca;Amphipoda;Maeridae;Elasmopus;Bermudian Exclusive Economic Zone;http://marineregions.org/mrgid/8402;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;checked
Elasmopus pectenicrus;102802;Elasmopus pectenicrus;102802;Animalia;Arthropoda;Malacostraca;Amphipoda;Maeridae;Elasmopus;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Elasmopus pectenicrus;102802;Elasmopus pectenicrus;102802;Animalia;Arthropoda;Malacostraca;Amphipoda;Maeridae;Elasmopus;North Atlantic;http://marineregions.org/mrgid/1912;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;Alien;NA;NA;checked
Elasmopus perditus;102803;Elasmopus perditus;102803;Animalia;Arthropoda;Malacostraca;Amphipoda;Maeridae;Elasmopus;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Elasmopus perditus;102803;Elasmopus perditus;102803;Animalia;Arthropoda;Malacostraca;Amphipoda;Maeridae;Elasmopus;Azores Exclusive Economic Zone;http://marineregions.org/mrgid/8361;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Elasmopus vachoni;102806;Elasmopus vachoni;102806;Animalia;Arthropoda;Malacostraca;Amphipoda;Maeridae;Elasmopus;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Elasmopus vachoni;102806;Elasmopus vachoni;102806;Animalia;Arthropoda;Malacostraca;Amphipoda;Maeridae;Elasmopus;Azores Exclusive Economic Zone;http://marineregions.org/mrgid/8361;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Neogammarus adriaticus;102305;Neogammarus adriaticus;102305;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Neogammarus;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Neogammarus festai;102306;Neogammarus festai;102306;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Neogammarus;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Neogammarus nudus;102307;Neogammarus nudus;102307;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Neogammarus;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Rhipidogammarus karamani;102312;Rhipidogammarus karamani;102312;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Rhipidogammarus;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
